id;skupina_ico;role;typ_skupiny;deals_open;deals_closed;osoby;name;owner_id;label_ids;website;linkedin;industry;annual_revenue;employee_count;visible_to;add_time;update_time;is_deleted;address.value;address.subpremise;address.street_number;address.route;address.sublocality;address.locality;address.admin_area_level_1;address.admin_area_level_2;address.postal_code;address.country;address.formatted_address;cf.02eb0f638d9d6fb99a3fc0b6c274f1cea86aa691;cf.0a7f283f809234eae91d60341d11bd95bc16180d;cf.0b58197158cfc8201c352d14b7b837be1a78cceb;cf.0f91eb090c567025d50bd189c2fcef7660168cd2;cf.14a4ac8013661f14c28f977a30092cb6c315a20a;cf.232ebbf4c83f26373ecffe82af67c36963a1ec92;cf.2d1b78c03a1a2f8fd4472defaf32f40b4aa517fa;cf.3a2b73f1a8f908922b1ea5cae104d86d3d9f70b1;cf.4f6d4b49dd0c39448d59c76d9fe9a43026c03edc;cf.5508fa81db364acf7ee7fdc603a016c4c5479aae;cf.5565c37125199485cd7968dc6654d03cfa8d97d8;cf.58292c6b75b6b047a30635b6277d3d71f5376949;cf.5c6385dbe81a44197233a3ad6d66cefa54e8a84f;cf.5f5d9955991be6d8a4586b935b5dca5debf409d5;cf.60a1ba6d2782a2c250108cab56ef0fe61515efbb;cf.70ff2c57f7e0784a71f539a1683a2a050ff2a71c;cf.73573bbb46530af29a18a152762539900342f105;cf.7825f3fdbf7a73a202047a54a429f556a5406b81;cf.88455d0abc8d38a663d25462f501f27cae1eef38;cf.9925a084cc9f374591cb593fa818d4460dbc8c2e;cf.a205678df30f94b434bac611ddff4d2dbb7ae38b;cf.a865d043f6fc8201c30bde5974247ee669ece13a;cf.b829f774cb43a6c4841bd5ce4d2dc7fdbaf96eee;cf.b9ef0fcf6aaff0bef9ba332d255bd33bc6f435a3;cf.d123fdfafdb91420983bfedc81aa956ccbaddae4;cf.dfd241da5230a22ef96710acdca51011fb453341;cf.e3453fd3dec0332ac02998427c31663ba064b13f;cf.e4a4020ed5fcbc3a5ca28a59f378725bee707a4e;cf.f2d70cc7aa7ede911aed630f4621ea06ff048b6c;cf.f657d226854c94a51148746df786d1c5ac10cfea;cf.f7b47c3751ab31d105ee0d6cb7fc1ab60e561765;cf.f892ff1690d0ea86d76de3a2371013b454485d80;cf.fb4eabb84ace77ca298b8038b5d23c6abbf73887;cf.fc3b0719fff2d05f89a9010de08a5cd4c8ecf625
35508;60103264;sloucit;merge;0;0;3;DD se školou, SVP a ZŠ – Čáslavská 624, Chrudim;11629944;[412];;;;;;7;2024-10-23T09:30:49Z;2026-08-28T06:38:57Z;False;Čáslavská 624, Chrudim;;;;;;Pardubický kraj;;;;;226;;;60103264;;24;;dds-chrudim@dds-chrudim.cz;;;;;;17;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;466251799;;;;;;;;;55;;38
4472;60433230;ponechat;merge;0;10;8;Základní škola a mateřská škola – Lyčkovo náměstí 460/6, Praha 8 - Karlín;11629944;[140];;;;;;7;2021-05-17T13:11:48Z;2026-08-27T08:05:54Z;False;Lyčkovo náměstí 460/6, Praha 8 - Karlín;;;;;;;;;;;226;;;60433230;[288, 289];24;3959;jan.korda@smysluplnaskola.cz;;[345];;;;520;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;https://smysluplnaskola.cz/web/kontakty;;208;12795779;221779671;315;;[269];;;iveta@vividbooks.com;VUZVWE;;844;;324
25838;60433230;sloucit;merge;0;2;1;Základní škola a mateřská škola – Lyčkovo náměstí 460/6, Praha 8 - Karlín;11629944;[140];;;;;;7;2023-09-07T10:17:45Z;2026-08-27T08:05:54Z;False;Lyčkovo náměstí 460/6, Praha 8 - Karlín;;6;Lyčkovo náměstí;Praha 8;;Hlavní město Praha;Hlavní město Praha;186 00;Czechia;Lyčkovo nám. 460/6, 186 00 Praha 8-Karlín, Czechia;226;;;60433230;[288];24;;jan.korda@smysluplnaskola.cz;;[345];;;;520;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;;;208;;221779671;;;;;;iveta@vividbooks.com;SL5QW2;;844;;324
39394;60433230;sloucit;merge;0;2;2;Základní škola a mateřská škola, Praha 8, Lyčkovo náměstí 6;12795779;[];;;;;;7;2025-09-02T14:36:45Z;2026-08-18T14:46:09Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;;;	60433230;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;;;;;;;;iveta@vividbooks.com;T6HCCX;;;;
4238;60435674;ponechat;merge;0;7;5;Základní škola a Mateřská škola – Ohradní 1366/49, Praha 4 - Michle;11629944;[140];;;;;;7;2021-05-17T13:10:22Z;2026-07-28T13:02:06Z;False;Ohradní 1366/49, Praha 4 - Michle;;;;;;Hlavní město Praha;;;;;226;;;60435674;[289];24;3726;smazikova@zs-ohradni.cz;;;;;371;368;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";2024-09-30;;12795779;www.zs-ohradni.cz;;208;12795779;261109521;315;;[269, 270];386;;iveta@vividbooks.com;9H9QQY;;643;;275
39275;60435674;sloucit;merge;0;1;1;Základní škola a Mateřská škola, Praha 4, Ohradní 49;12795779;[];;;;;;7;2025-06-02T15:01:03Z;2026-06-24T15:48:57Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;;;	60435674;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;9H9QQY;;;;
4983;60545984;ponechat;merge;1;1;5;Gymnázium Jihlava;11629944;[];;;;;;7;2021-07-16T12:47:30Z;2026-09-07T12:42:27Z;False;Jana Masaryka,1560/1;;1560;Jana Masaryka;;Jihlava;Kraj Vysočina;Jihlava;586 01;Czechia;J. Masaryka 1560, 586 01 Jihlava, Czechia;226;;;60545984;;25;;podatelna@gymnaziumjihlava.cz;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;12795779;www.gymnaziumjihlava.cz;;208;12795779;567579740;315;;;;;jiri@vividbooks.com;AVB8XT;;236;;
39396;60545984;sloucit;merge;0;1;0;Gymnázium Jihlava;12116814;[];;;;;;7;2025-09-04T06:51:58Z;2026-08-27T06:46:08Z;False;Kraj Vysočina;;;;;;Vysočina Region;;;Czechia;Vysočina Region, Czechia;226;;;  60545984;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12116814;;;208;;;;;;;;jiri@vividbooks.com;QHGSFZ;;;;
2461;61357324;ponechat;merge;0;3;3;Základní škola a Mateřská škola – č.p. 182, Krásný Dvůr;11629944;[];;;;;;7;2021-05-17T12:59:59Z;2026-01-19T11:34:36Z;False;č.p. 182, Krásný Dvůr;;;;;;;;;;;226;;;61357324;;24;1962;zs.krasny_dvur@o2active.cz;;;;;;59;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;https://www.zskrasnydvur.cz/;;208;12795779;415210000;315;;;;;iveta@vividbooks.com;HRWLNV;;120;;61
28491;61357324;sloucit;merge;0;0;1;Základní škola a Mateřská škola – č.p. 182, Krásný Dvůr;12795779;[];;;;;;7;2024-10-09T05:04:01Z;2026-05-05T06:13:51Z;False;č.p. 182, Krásný Dvůr;c p;;;;Krásný Dvůr;Ústecký kraj;Louny;439 72;Czechia;c p, Krásný Dvůr 182, 439 72 Krásný Dvůr, Czechia;226;;;61357324;;24;;zs.krasny_dvur@o2active.cz;;;;;;59;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;415210000;315;;;;;iveta@vividbooks.com;SYVBCW;;120;180;61
4031;61357332;ponechat;merge;0;3;1;Základní škola – Jižní 2777, Žatec;11629944;[];;;;;;7;2021-05-17T13:09:09Z;2025-02-19T13:09:50Z;False;Jižní 2777, Žatec;;;;;;Ústecký kraj;;;;;226;;;61357332;;24;3520;reditel.jih@email.cz;;;;;;298;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;18026774;http://www.zsjihwz.cz;;208;18026774;415741322;315;;;;;iveta@vividbooks.com;83Q8TL;;535;;237
36543;61357332;sloucit;merge;0;1;0;Základní škola Žatec, Jižní 2777, 43801 Žatec, okr. Louny;12795779;[];;;;;;7;2024-11-03T09:02:08Z;2025-04-09T12:11:20Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;226;;;61357332;;24;;;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;https://www.zsjihwz.cz/kontakty;;;;;;;;;;iveta@vividbooks.com;8APWPR;;;;
4168;61386898;ponechat;merge;0;5;2;Základní škola – Dygrýnova 1006/21, Praha 9 - Černý Most;11629944;[];;;;;;7;2021-05-17T13:09:57Z;2026-03-27T10:57:43Z;False;Dygrýnova 1006/21, Praha 9 - Černý Most;;;;;;Hlavní město Praha;;;;;226;;;61386898;;24;3656;info@zsgenjanouska.cz;;;;;371;443;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;18026774;http://www.zsgenjanouska.cz;;208;18026774;281912150;315;;;386;;dan@vividbooks.com;2NNW84;;683;;240
39252;61386898;sloucit;merge;0;1;1;Základní škola Generála Janouška, Praha 9 - Černý Most, Dygrýnova 1006/21;12795779;[];;;;;;7;2025-05-21T12:42:27Z;2026-05-28T09:51:55Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;;; 61386898;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;;97RESJ;;;;
2705;61388149;ponechat;merge;0;3;4;Gymn., SOŠ, ZŠ a MŠ pro sluch. postižené – Ječná 530/27, Praha 2 - Nové Město;11629944;[5];;;;;;7;2021-05-17T13:01:20Z;2026-09-03T01:00:29Z;False;Ječná 530/27, Praha 2 - Nové Město;;;;;;Hlavní město Praha;;;;;226;[205];;61388149;;24;2205;skola.jecna@jecna27.cz;;;Informační služby;;;108;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;11629944;http://www.jecna27.cz;;208;18026774;224942153;315;;;;;gabriela@vividbooks.com;A5H7V6;;180;;72
7188;61388149;sloucit;merge;0;1;0;Gymnázium,SOŠ,ZŠ a MŠ pro sluchově postižené;11629944;[];;;;;;7;2021-12-08T13:51:30Z;2025-07-07T18:35:39Z;False;;;;;;;;;;;;226;;;61388149;;24;6180;olga.maierova@jecna27.cz;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Česko"", ""postal_code"": """", ""formatted_address"": ""Česko""}";;;12795779;https://www.jecna27.cz/;;;;604 265 462;;;;;;iveta@vividbooks.com;HGAAXQ;;;;
3936;61388254;ponechat;merge;0;2;2;Základní škola – Písnická 760/11, Praha 4 - Kamýk;11629944;[];;;;;;7;2021-05-17T13:08:32Z;2026-03-05T01:58:19Z;False;Písnická 760/11, Praha 4 - Kamýk;;;;;;Hlavní město Praha;;;;;226;;;61388254;;24;3425;zspsinicka@zspisnicka.cz;;;;;;267;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;18026774;http://www.zspisnicka.cz;;208;11629944;241470306;315;;;;;iveta@vividbooks.com;;;473;;206
36203;61388254;sloucit;merge;0;1;2;Základní škola Písnická v Praze 12;12795779;[];;;;;;7;2024-10-27T07:47:58Z;2026-05-25T09:59:55Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;225;;;61388254;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;DC57AJ;;;;
4930;61924041;ponechat;easy;1;5;10;Gymnázium a Střední odborná škola pedagogická, Čáslav, Masarykova 248;11629944;[5];;;;;;7;2021-07-16T12:47:09Z;2026-07-16T08:01:57Z;False;Masarykova,248/24;248;248, 24;Masarykova;;Čáslav;Středočeský kraj, Central Bohemian Region, Central Bohemian Region, Středočeský kraj;Kutná Hora;286 01;Czechia;Masarykova 248, Nové Město, 286 01 Čáslav, Czechia, Central Bohemian Region, Czechia, Central Bohemian Region, Czechia, 248, Masarykova 24, 286 01 Čáslav, Czechia;226;[205];;61924041;[289];25;4503;reditel@gymcaslav.cz;;;Pedagogické lyceum;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;http://www.gymcaslav.cz, https://www.gymcaslav.cz/, http://www.gymcaslav.cz, http://www.gymcaslav.cz, https://www.gymcaslav.cz/;;208;18026796;774848293, 327 340 051, 327 340 051;315;;[269, 270];386;;iveta@vividbooks.com;YXJKXB;;117, 100, 100;;
39560;61924041;sloucit;easy;0;0;0;619 240 41;11629944;[];;;;;;7;2025-11-18T08:27:55Z;2025-11-19T01:00:23Z;False;;;;;;;;;;;;225;;;619 240 41;;;;;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;;;;;;;;;;;;
4383;61955647;ponechat;merge;2;14;16;Základní škola – Radniční náměstí 1040, Šenov;11629944;[5];;;;;;7;2021-05-17T13:11:16Z;2026-09-07T16:53:32Z;False;Radniční náměstí 1040, Šenov;;;;;;Moravskoslezský kraj;;;;;226;[205];;61955647;[289];24;32337;zs.senov@iol.cz;;;;;371;376;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2026-08-30;;14063023;http://www.zs-senov.cz;;208;14063023;596887025;315;;[269, 270];386;;eva.b@vividbooks.com;H4ZSZK;;771;;395
39742;61955647;sloucit;merge;0;0;1;Základní škola Šenov, Radniční náměstí 1040, příspěvková organizace;14063023;[];;;;;;7;2026-04-07T18:42:20Z;2026-09-02T11:53:39Z;False;Moravskoslezský kraj;;;;;;Moravian-Silesian Region;;;Czechia;Moravian-Silesian Region, Czechia;225;;; 61955647;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;5G3SHP;;;;
3130;62073184;ponechat;easy;1;5;10;Základní škola – č.p. 283, Lipůvka;11629944;[5];;;;;;7;2021-05-17T13:03:45Z;2026-08-27T06:45:20Z;False;č.p. 283, Lipůvka;;;;;;Jihomoravský kraj;;;;;226;[205];;62073184;[289];24;9069;reditelka@zslipuvka.cz;;;;;371;164;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2027-08-30;;14063023;http://www.zslipuvka.cz;;208;;607714118;;;[271];386;;eva.b@vividbooks.com;JKXT79;;264;;100
39708;62073184;sloucit;easy;0;0;0;Základní škola Lipůvka, příspěvková organizace;14063023;[];;;;;;7;2026-02-24T17:31:23Z;2026-03-03T13:32:13Z;False;Jihomoravský kraj;;;;;;South Moravian Region;;;Czechia;South Moravian Region, Czechia;225;;; 62073184;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;SNDRPK;;;;
2706;62209485;ponechat;merge;0;11;4;Základní škola profesora Zdeňka Matějčka – Zdeňka Štěpánka 340, Most;11629944;[];;;;;;7;2021-05-17T13:01:21Z;2026-01-25T18:23:46Z;False;Zdeňka Štěpánka 340, Most;;;;;;Ústecký kraj;;;;;226;;;62209485;;24;25817;petra.uskovicova@zsdysmost.cz;;;;;371;64;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;http://www.zsdysmost.cz;;208;12795779;476706164;315;;;386;;iveta@vividbooks.com;YPCE69;;150;;86
37623;62209485;sloucit;merge;0;2;2;ZŠ prof. Z. Matějčka Most;12795779;[];;;;;;7;2025-01-09T15:04:02Z;2026-08-07T16:46:49Z;False;Ústecký kraj;;;;;;Ústí nad Labem Region;;;Czechia;Ústí nad Labem Region, Czechia;226;;;62209485;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;YPCE69;;;;
4956;62331205;sloucit;merge;0;1;1;Gymnázium Fr.Živného;11629944;[];;;;;;7;2021-07-16T12:47:20Z;2025-12-04T09:10:42Z;False;Jana Palacha,794/;;794;Jana Palacha;;Bohumín;Moravskoslezský kraj;Karviná;735 81;Czechia;J. Palacha 794, Nový Bohumín, 735 81 Bohumín, Czechia;226;;;62331205;;25;;sekretariat@gym-bohumin.cz;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;14063023;http://www.gym-bohumin.cz;;;;596014560;;;;;;eva.b@vividbooks.com;L9A42A;;221;;
32237;62331205;ponechat;merge;0;2;2;Gymnazium Františka Živného Bohumín;14063023;[];;;;;;7;2024-10-21T17:59:20Z;2026-05-06T00:00:19Z;False;Jana Palacha 794, 735 81 Nový Bohumín, Česko;;794;Jana Palacha;;;Moravskoslezský kraj;Karviná;735 81;Česko;J. Palacha 794/794, 735 81 Bohumín-Nový Bohumín, Česko;226;;;62331205;;25;4528;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;https://www.gym-bohumin.cz/cz/kontakt/zamestnanci/;;208;14063023;;315;;;;;eva.b@vividbooks.com;GM7T76;;;;
2057;62331540;ponechat;easy;2;9;9;Gymnázium Orlová;11629944;[5];;;;;;7;2021-03-30T12:34:54Z;2026-06-04T06:56:02Z;False;Masarykova třída 1313, Lutyně, Orlová, 735 14;;1313;Masarykova třída;;Orlová;Moravskoslezský kraj, Moravian-Silesian Region, Moravskoslezský kraj, Moravskoslezský kraj;Karviná;735 14;Czechia;Masarykova tř. 1313, Lutyně, 735 14 Orlová, Czechia, Moravian-Silesian Region, Czechia, Masarykova tř. 1313, Lutyně, 735 14 Orlová, Czechia, Masarykova tř. 1313, Lutyně, 735 14 Orlová, Czechia;226;[205];;62331540;[289];25;1095;kancelar@goa-orlova.cz;;;Informační technologie;18026774;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";2029-12-30;;14063023;https://www.goa-orlova.cz/;;208;;596 539 301, 596539301, 596 539 301, 596 539 301;;;[269, 272];386;;eva.b@vividbooks.com;ZB7ZD9;;225, 80, 80;;
39709;62331540;sloucit;easy;0;0;0;Gymnázium a Obchodní akademie, Orlová, příspěvková organizace;14063023;[];;;;;;7;2026-02-24T17:53:35Z;2026-03-03T14:54:36Z;False;Moravskoslezský kraj;;;;;;Moravian-Silesian Region;;;Czechia;Moravian-Silesian Region, Czechia;225;;; 62331540;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;DCVKJH;;;;
4381;62451511;ponechat;merge;2;9;6;Základní škola Dr. Edvarda Beneše – Laurinova 905, Mladá Boleslav;11629944;[5];;;;;;7;2021-05-17T13:11:15Z;2026-08-20T19:27:59Z;False;Laurinova 905, Mladá Boleslav;;;;;;Středočeský kraj;;;;;226;[205];;62451511;[288, 289, 418];24;3869;brigita.sulcova@zsbenese.cz;;[348];;;;420;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2027-12-31;;12795779;http://www.zsbenese.cz;;208;12795779;326324075;315;;[269, 271, 272];;;iveta@vividbooks.com;XMGFE2;;875;;455
38570;62451511;sloucit;merge;1;2;6;ZŠ Dr. E. Beneše, Mladá Boleslav;12795779;[5];;;;;;7;2025-03-03T14:22:13Z;2026-08-28T01:01:22Z;False;Středočeský kraj;;;;;;Central Bohemian Region;;;Czechia;Central Bohemian Region, Czechia;226;[205];;62451511;[288];24;;;;[348];;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;XMGFE2;;;;
3710;62858939;ponechat;merge;0;4;4;Základní škola a mateřská škola – Sportovní 850, Kostelec na Hané;11629944;[];;;;;;7;2021-05-17T13:07:13Z;2026-03-20T11:28:36Z;False;Sportovní 850, Kostelec na Hané;;;;;;Olomoucký kraj;;;;;226;;;62858939;;24;3202;skola@skolakostelec.cz;;;;;;210;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;14063023;http://www.skolakostelec.cz;;;;582373840;;;;;;eva.b@vividbooks.com;SYHRM5;;409;;199
39429;62858939;sloucit;merge;0;0;1;Základní škola a mateřská škola Kostelec na Hané, okres Prostějov, příspěvková organizace;14063023;[];;;;;;7;2025-09-12T11:02:05Z;2026-05-28T09:43:24Z;False;Olomoucký kraj;;;;;;Olomouc Region;;;Czechia;Olomouc Region, Czechia;225;;; 62858939;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;SYHRM5;;;;
3011;63831325;ponechat;merge;0;4;2;Základní škola – Cimburkova 600/18, Praha 3 - Žižkov;11629944;[];;;;;;7;2021-05-17T13:03:06Z;2026-03-13T11:16:31Z;False;Cimburkova 600/18, Praha 3 - Žižkov;;;;;;;;;;;226;;;63831325;;24;19480;snajdr.martin@cimburacka.cz;;;;;;130;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;18026774;www.cimburacka.cz;;208;11629944;222782848;315;;;;;iveta@vividbooks.com;4K9KZY;;239;;109
